"Step","shared_encoder_v2 - generated B distribution"
"402","{""values"":[499,3729,22384,66131,86646,81559,71183,61771,53933,46833,42046,38517,34808,32585,30380,28024,26309,25094,23233,22377,21181,20281,19256,18098,17184,16201,15215,14039,13003,11888,10873,9717,8630,7731,6876,6100,5208,4400,3855,3229,2802,2350,1991,1731,1417,1233,1054,950,753,669,577,462,368,303,280,165,157,117,68,44,37,18,9,15],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"407","{""_type"":""histogram"",""values"":[95,455,2003,6538,12659,16935,19185,21579,24545,27327,29151,29766,29650,28645,27908,27204,27267,26964,26650,26851,26958,26950,26565,26772,26888,27292,27015,26882,26831,26286,25710,24994,24070,23417,22770,21523,21064,19673,18929,18019,16916,15507,14604,13602,12385,11708,10432,9209,8384,7349,6232,5243,4287,3480,2711,2014,1535,1084,742,508,299,181,88,91],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"412","{""values"":[312,1400,6888,22779,41302,48979,50096,49389,47738,45409,43146,40858,39323,37845,35989,34445,33007,31698,30459,29353,28203,27116,25870,24558,23695,22705,21408,20150,19229,17665,16390,15393,13968,12890,11667,10357,9249,8273,7321,6534,5603,4869,4304,3659,3111,2734,2300,1923,1587,1279,1017,800,645,483,342,285,188,126,104,66,42,25,16,12],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"417","{""values"":[282,1405,7391,23894,37460,41129,41798,41313,40812,39643,38636,36924,35218,33698,32363,31442,30392,29633,28918,28184,27480,27139,26257,25710,24987,24492,23750,22445,21706,20595,19347,18594,17315,16244,15083,13867,12712,11762,10560,9532,8545,7709,6937,5993,5094,4544,3828,3277,2673,2209,1874,1443,1168,882,714,515,350,267,168,111,77,36,26,24],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"422","{""_type"":""histogram"",""values"":[330,2167,15461,56210,97361,107628,95624,81824,68843,57692,48770,40736,34505,29827,26206,23121,20747,18988,17633,16291,15193,14265,13702,12946,12328,11586,11025,10354,9954,9309,8755,7922,7353,6735,5927,5342,4603,3922,3388,2899,2346,1976,1538,1275,998,757,603,470,312,246,170,140,84,69,41,26,21,14,9,4,2,0,1,2],""bins"":[0,3.5486111640930176,7.097222328186035,10.645833492279053,14.19444465637207,17.743055820465088,21.291666984558105,24.840278148651123,28.38888931274414,31.937500476837158,35.486111640930176,39.03472280502319,42.58333396911621,46.13194513320923,49.680556297302246,53.229167461395264,56.77777862548828,60.3263897895813,63.875000953674316,67.42361211776733,70.97222328186035,74.52083444595337,78.06944561004639,81.6180567741394,85.16666793823242,88.71527910232544,92.26389026641846,95.81250143051147,99.36111259460449,102.90972375869751,106.45833492279053,110.00694608688354,113.55555725097656,117.10416841506958,120.6527795791626,124.20139074325562,127.75000190734863,131.29861307144165,134.84722423553467,138.39583539962769,141.9444465637207,145.49305772781372,149.04166889190674,152.59028005599976,156.13889122009277,159.6875023841858,163.2361135482788,166.78472471237183,170.33333587646484,173.88194704055786,177.43055820465088,180.9791693687439,184.5277805328369,188.07639169692993,191.62500286102295,195.17361402511597,198.72222518920898,202.270836353302,205.81944751739502,209.36805868148804,212.91666984558105,216.46528100967407,220.0138921737671,223.5625033378601,227.11111450195312]}"
"427","{""values"":[110,412,1895,6312,13622,22926,28862,32800,36067,38482,39873,39730,39076,36918,35893,34195,32259,31100,30061,28923,28456,27153,26287,25642,24991,24068,23486,22794,22150,21726,20858,20140,19400,18360,17677,16838,15790,15002,13848,13034,12232,11122,10558,9550,8639,7775,6956,6337,5402,4677,3979,3265,2700,2240,1746,1228,996,683,455,343,202,136,79,60],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"432","{""values"":[261,1463,9410,46291,106030,119017,104226,88664,70491,54828,43704,35398,29296,24901,22238,19985,17957,17043,15751,15318,14654,14151,14085,13603,13165,12958,12521,12121,11439,10607,9955,9137,8398,7441,6720,5946,5165,4280,3773,3222,2633,2195,1732,1358,1137,851,686,536,405,388,288,205,138,104,88,68,57,31,21,21,11,3,4,3],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"437","{""values"":[465,2398,9021,19931,28535,32956,34279,35281,35463,35928,35585,36186,36368,36388,36833,36169,36345,36009,35464,34953,34016,33917,32317,31225,30298,28899,27124,25610,23877,21861,20235,18566,16677,15002,13491,11884,10369,9093,7967,6761,5825,5056,4308,3613,3073,2544,2076,1673,1404,1106,900,801,610,497,380,273,199,161,115,85,59,38,21,13],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"442","{""values"":[303,1632,8501,24395,36490,42007,43598,43259,42645,42005,40525,38630,37231,35845,34380,33223,31880,31281,30398,29008,28522,27336,26647,25733,24682,23926,22908,22122,20785,19528,18220,17249,16018,14750,13305,12343,11226,10074,9201,8013,7149,6217,5630,4859,4231,3747,3029,2846,2311,1972,1528,1259,1017,794,604,501,345,212,188,121,77,52,30,33],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"447","{""values"":[332,2386,11509,29813,42927,46099,46436,46214,45730,44884,42636,40352,38041,35746,33655,32088,30893,29439,28446,27519,26298,25700,24845,24037,22802,21669,20812,20075,18968,17894,16873,15689,14457,13590,12378,11192,10423,9044,8556,7397,6858,6095,5372,4978,4380,3839,3416,3006,2539,2179,1750,1517,1172,957,726,521,455,306,231,157,111,73,52,42],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
