"Step","shared_encoder_v2 - generated R distribution"
"892","{""values"":[8,15,39,137,437,1201,2519,5031,8108,11612,15554,19000,22498,25630,28113,29977,31034,30821,30952,30129,29315,27980,27198,26603,26134,25150,24510,24059,23687,23418,23312,22873,22909,22617,22285,22326,22212,22140,21748,21461,21100,20859,20195,20074,19975,19843,19427,19960,19980,19705,17376,14805,12001,8448,5849,4276,3279,2494,1838,1122,672,326,142,78],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"897","{""_type"":""histogram"",""values"":[5,11,35,124,444,1641,4479,8626,13161,17728,20876,23499,25717,27208,28617,28575,28288,27874,27066,25958,24806,24177,23752,22366,21975,21239,20867,20568,20448,20668,20442,20435,20841,20907,21075,21030,21377,21800,21925,21930,22154,22233,22334,22517,22798,23682,23927,24625,26209,25142,21647,16975,11685,7300,4518,3002,1977,1323,856,535,290,158,69,60],""bins"":[0.23190170526504517,4.212653479538858,8.19340525381267,12.174157028086483,16.154908802360296,20.13566057663411,24.116412350907922,28.097164125181735,32.07791589945555,36.05866767372936,40.03941944800317,44.020171222276986,48.0009229965508,51.98167477082461,55.962426545098424,59.94317831937224,63.92393009364605,67.90468186791986,71.88543364219368,75.86618541646749,79.8469371907413,83.82768896501511,87.80844073928893,91.78919251356274,95.76994428783655,99.75069606211036,103.73144783638418,107.71219961065799,111.6929513849318,115.67370315920562,119.65445493347943,123.63520670775324,127.61595848202705,131.59671025630087,135.57746203057468,139.5582138048485,143.5389655791223,147.51971735339612,151.50046912766993,155.48122090194374,159.46197267621756,163.44272445049137,167.42347622476518,171.404227999039,175.3849797733128,179.36573154758662,183.34648332186043,187.32723509613425,191.30798687040806,195.28873864468187,199.26949041895568,203.2502421932295,207.2309939675033,211.21174574177712,215.19249751605093,219.17324929032475,223.15400106459856,227.13475283887237,231.1155046131462,235.09625638742,239.0770081616938,243.05775993596762,247.03851171024144,251.01926348451525,255.00001525878906]}"
"902","{""values"":[32,68,238,659,1550,3566,6826,10881,15508,19986,23604,27540,30794,34205,36468,37279,37755,36908,35235,33380,31571,30123,28638,27019,25398,24584,23594,22969,22108,21704,21306,20630,20518,20348,19963,19689,18982,18742,18538,18189,17771,17084,16432,16184,16030,15192,15397,16108,15536,13446,11125,9098,7044,5188,3511,2373,1556,969,624,388,208,109,66,42],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"907","{""values"":[23,59,192,536,1326,2822,5508,10808,18000,27417,36761,44893,50285,51101,49173,45527,41248,37841,34082,31476,28806,26231,24516,22836,21673,20715,19768,19026,18681,18072,17910,17350,17101,17094,16810,16718,16582,16351,16028,15988,15618,15108,14714,14144,13632,13232,13054,13263,13465,12395,9767,6996,4839,3291,2391,1708,1218,925,640,389,235,102,64,52],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"912","{""_type"":""histogram"",""values"":[28,77,254,803,2440,5335,10020,17148,23665,29234,34496,38259,42058,44279,44083,42380,40478,38274,35559,33055,30346,28382,26594,24664,23458,22224,21233,19902,19117,18324,18003,16875,16771,16036,15831,15753,15328,14878,14883,14703,14602,14287,13951,13523,13324,13192,13461,13091,11923,10644,9015,7310,5858,4778,3703,3184,2499,1922,1372,828,462,245,103,69],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"917","{""_type"":""histogram"",""values"":[2,7,41,171,636,1919,5003,10483,16128,21829,27430,32709,37005,40519,42085,42431,41393,40350,38020,36009,33412,30960,29147,27465,25566,24169,23246,21963,20994,20221,19341,18591,17999,17497,17002,16707,16491,16060,15721,15332,14840,14474,14298,13762,13565,13389,13623,15001,14191,12409,10118,8188,6713,5445,4349,3483,2845,2090,1594,998,577,311,149,110],""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"922","{""values"":[4,5,30,83,231,599,1520,3408,6148,9604,12887,15815,18382,21162,22616,24115,24891,25348,25236,25178,24688,25025,24570,24635,24523,24655,24732,24169,24480,24511,24242,24509,24367,24330,24179,24439,24348,24048,23894,24061,23788,23718,24139,25853,25935,26361,28430,30692,28692,24972,19605,12481,7898,5343,3918,3074,2475,1998,1447,1015,571,316,118,70],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"927","{""_type"":""histogram"",""values"":[4,12,29,88,244,616,1615,3330,5856,8753,12029,15146,17894,20916,23422,25399,27600,28582,29220,29092,29273,28604,28630,27836,27593,26828,27131,27034,26422,26283,25225,25256,25226,24628,24613,23824,24062,23637,23073,22933,22674,22356,21856,21374,22135,22613,22468,22991,23315,19834,15368,11042,8174,6259,4929,3974,3219,2289,1616,1039,577,287,127,102],""bins"":[1.0901658535003662,5.057507250458002,9.024848647415638,12.992190044373274,16.95953144133091,20.926872838288546,24.89421423524618,28.861555632203817,32.82889702916145,36.79623842611909,40.763579823076725,44.73092122003436,48.698262616992,52.66560401394963,56.63294541090727,60.600286807864904,64.56762820482254,68.53496960178018,72.50231099873781,76.46965239569545,80.43699379265308,84.40433518961072,88.37167658656836,92.33901798352599,96.30635938048363,100.27370077744126,104.2410421743989,108.20838357135653,112.17572496831417,116.1430663652718,120.11040776222944,124.07774915918708,128.04509055614471,132.01243195310235,135.97977335006,139.94711474701762,143.91445614397526,147.8817975409329,151.84913893789053,155.81648033484817,159.7838217318058,163.75116312876344,167.71850452572107,171.6858459226787,175.65318731963634,179.62052871659398,183.58787011355162,187.55521151050925,191.5225529074669,195.48989430442452,199.45723570138216,203.4245770983398,207.39191849529743,211.35925989225507,215.3266012892127,219.29394268617034,223.26128408312798,227.2286254800856,231.19596687704325,235.16330827400088,239.13064967095852,243.09799106791615,247.0653324648738,251.03267386183143,255.00001525878906]}"
"932","{""values"":[2,4,17,141,648,2289,6298,13418,21916,29735,37027,43766,49601,54904,57710,59390,58034,54497,50834,46370,42017,37634,33807,30293,27382,24703,22334,20096,18309,16810,15349,14169,12930,11977,11171,10169,9401,8718,8093,7565,6948,6695,6245,5881,5378,5142,4784,4330,4132,3921,3645,3337,3161,2876,2563,2316,1964,1720,1335,1044,783,432,252,164],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
"937","{""values"":[10,40,215,750,1954,4586,9672,17172,24094,29868,34492,38848,43134,46237,47742,47383,46475,44107,41031,38005,34370,31533,28865,26772,24482,22956,21419,20139,19027,17833,17209,16606,15840,15153,14742,14362,13657,13401,13096,12749,11965,11619,10941,10717,9925,9709,9288,8927,8157,7578,6902,6652,5945,5002,4145,3237,2516,1910,1383,916,566,312,136,102],""_type"":""histogram"",""bins"":[0,3.984375238418579,7.968750476837158,11.953125715255737,15.937500953674316,19.921876192092896,23.906251430511475,27.890626668930054,31.875001907348633,35.85937714576721,39.84375238418579,43.82812762260437,47.81250286102295,51.79687809944153,55.78125333786011,59.76562857627869,63.750003814697266,67.73437905311584,71.71875429153442,75.703129529953,79.68750476837158,83.67188000679016,87.65625524520874,91.64063048362732,95.6250057220459,99.60938096046448,103.59375619888306,107.57813143730164,111.56250667572021,115.5468819141388,119.53125715255737,123.51563239097595,127.50000762939453,131.4843828678131,135.4687581062317,139.45313334465027,143.43750858306885,147.42188382148743,151.406259059906,155.39063429832458,159.37500953674316,163.35938477516174,167.34376001358032,171.3281352519989,175.31251049041748,179.29688572883606,183.28126096725464,187.26563620567322,191.2500114440918,195.23438668251038,199.21876192092896,203.20313715934753,207.1875123977661,211.1718876361847,215.15626287460327,219.14063811302185,223.12501335144043,227.109388589859,231.0937638282776,235.07813906669617,239.06251430511475,243.04688954353333,247.0312647819519,251.01564002037048,255.00001525878906]}"
